"CourseMajor";"CourseID";"ID";"CourseName";"CreditHour";"LectureHour";"LabHour";"Attribute";"GradeMode";"Prerequisite";"Corequisite"
"ANTH";"ANTH 3308";"3308";"Cultural Resource Management and Archaeology";3;3;0;"";"1";"";""
"ANTH";"ANTH 3309";"3309";"Cultures Through Film";3;3;0;"022";"1";"";""
"ANTH";"ANTH 3311";"3311";"Disease and Society";3;3;0;"";"1";"";""
"ANTH";"ANTH 3313";"3313";"Aztec: Native Americans and Empire";3;3;0;"044";"1";"";""
"ANTH";"ANTH 3314";"3314";"Latin American Cultures";3;3;0;"022 044";"1";"";""
"ANTH";"ANTH 3315";"3315";"Archaeology of the Southwest";3;3;0;"022";"1";"";""
"ANTH";"ANTH 3316";"3316";"The Origin and Evolution of Human Behavior";3;3;9;"022 044";"1";"";""
"ANTH";"ANTH 3317";"3317";"Rock Art Field Methods";3;3;0;"";"1";"";""
"ANTH";"ANTH 3318";"3318";"Texas Archaeology";3;3;0;"022 044";"1";"";""
"ANTH";"ANTH 3322";"3322";"Peoples and Cultures of Africa";3;3;0;"022";"1";"";""
"ANTH";"ANTH 3324";"3324";"Mexican American Culture";3;3;0;"022";"1";"";""
"ANTH";"ANTH 3325";"3325";"Medical Anthropology";3;3;0;"";"1";"";""
"ANTH";"ANTH 3330";"3330";"Anthropology of Religion and Fundamentalism";3;3;0;"";"1";"";""
"ANTH";"ANTH 3331B";"3331B";"Anthropology in Practice";3;3;9;"045";"1";"";""
"ANTH";"ANTH 3331D";"3331D";"Dental Anthropology and Oral Biology";3;3;0;"045";"1";"ANTH 2301 or [BIO 1130 and BIO 1330] ";""
"ANTH";"ANTH 3331E";"3331E";"Anthropology and the Law";3;3;0;"045";"1";"";""
"ANTH";"ANTH 3331F";"3331F";"Nonverbal Communication-Gestures";3;3;0;"045";"1";"";""
"ANTH";"ANTH 3331G";"3331G";"The Archaeology of Cannibalism and Sacrifice";3;3;0;"044 045";"1";"";""
"ANTH";"ANTH 3331I ";"3331I";"Design + Anthropology";3;3;0;"045";"1";"";""
"ANTH";"ANTH 3331J";"3331J";"Race and Biological Anthropology";3;3;0;"044 045";"1";"";""
"ANTH";"ANTH 3331L";"3331L";"Innovation, the Future & Society";3;3;0;"045";"1";"";""
"ANTH";"ANTH 3332";"3332";"Myths and Moundbuilders";3;3;0;"022 044";"1";"";""
"ANTH";"ANTH 3335";"3335";"The Anthropology of Native American Belief Systems";3;3;0;"";"1";"";""
"ANTH";"ANTH 3336";"3336";"Community Research Project";3;3;0;"";"1";"";""
"ANTH";"ANTH 3337";"3337";"Language and Linguistics";3;3;0;"";"1";"";""
"ANTH";"ANTH 3338";"3338";"Geoarchaeology";3;3;0;"033";"1";"ANTH 2302 or GEOL 1410";""
"ANTH";"ANTH 3339";"3339";"Contemporary Film and Global Culture";3;3;0;"";"1";"";""
"ANTH";"ANTH 3340";"3340";"Human and Primate Origins";3;2;1;"044";"1";"";""
"ANTH";"ANTH 3342";"3342";"Primate Behavior";3;3;0;"";"1";"";""
"ANTH";"ANTH 3343";"3343";"Human Variation and Adaptation";3;3;0;"";"1";"";""
"ANTH";"ANTH 3345";"3345";"Archaeology of Mesoamerica";3;3;0;"022 044";"1";"";""
"ANTH";"ANTH 3347";"3347";"Archaeology of North America";3;3;0;"";"1";"";""
"ANTH";"ANTH 3348";"3348";"Rainforest Ecology";3;3;0;"";"1";"";""
"ANTH";"ANTH 3349";"3349";"The Incas";3;3;0;"";"1";"";""
"ANTH";"ANTH 3350";"3350";"Gender and Sexuality in Cross-cultural Perspective";3;3;0;"022";"1";"";""
"ANTH";"ANTH 3351";"3351";"Anthropology of Peace and Violence";3;3;0;"045";"1";"";""
"ANTH";"ANTH 3352";"3352";"Language and the Body";3;3;0;"044";"1";"";""
"ANTH";"ANTH 3353";"3353";"Human Structure and Function";3;2;1;"";"1";"";""
"ANTH";"ANTH 3356";"3356";"Archaeology of Andean Civilizations";3;3;0;"";"1";"";""
"ANTH";"ANTH 3357";"3357";"Historical Archaeology";3;2;1;"";"1";"";""
"ANTH";"ANTH 3358";"3358";"Human Evolutionary Anatomy";3;2;1;"";"1";"";""
"ANTH";"ANTH 3360";"3360";"Economic Anthropology";3;3;0;"022";"1";"";""
"ANTH";"ANTH 3361";"3361";"Archaeological Field Methodology";3;3;0;"044";"1";"";""
"ANTH";"ANTH 3363";"3363";"The Art and Archaeology of the Olmec";3;3;0;"044";"1";"";""
"ANTH";"ANTH 3377";"3377";"Anthropology of Youth";3;3;0;"";"1";"";""
"ANTH";"ANTH 3380";"3380";"Forensic Anthropology";3;3;0;"";"1";"";""
"ANTH";"ANTH 3381";"3381";"Human Osteology";3;1;3;"";"1";"";""
"ANTH";"ANTH 3382";"3382";"Archaeology of the Earliest Americans";3;3;0;"";"1";"";""
"ANTH";"ANTH 4303";"4303";"Human Speech Sounds";3;3;0;"";"1";"";""
"ANTH";"ANTH 4304";"4304";"Language, Culture and Society";3;3;0;"";"1";"";""
"ANTH";"ANTH 4309";"4309";"Culture, Medicine and the Body";3;3;0;"044";"1";"";""
"ANTH";"ANTH 4310";"4310";"Theories and Issues in Anthropology";3;3;0;"044";"1";"ANTH 1312";""
"ANTH";"ANTH 4315";"4315";"Archaeological Artifact Identification and Analysis";3;3;0;"044";"1";"";""
"ANTH";"ANTH 4320";"4320";"Rise of Civilization";3;3;0;"022 044";"1";"";""
"ANTH";"ANTH 4326";"4326";"Field Methods in Forensic Anthropology";3;1;2;"";"1";"ANTH 3381";""
"ANTH";"ANTH 4337";"4337";"Theory in Linguistic Anthropology";3;3;0;"044";"1";"ANTH 1312 or ANTH 3302";""
"ANTH";"ANTH 4339";"4339";"Theoretical Concepts in Archaeology.";3;3;0;"044";"1";"ANTH 2302";""
"ANTH";"ANTH 4360";"4360";"Directed Study";3;3;0;"045";"1";"";""
"ANTH";"ANTH 4361";"4361";"Field Methods in Cultural Anthropology";3;3;0;"044";"1";"";""
"ANTH";"ANTH 4363";"4363";"Methods in Primate Research";3;2;1;"";"1";"";""
"ANTH";"ANTH 4381";"4381";"Paleopathology";3;3;0;"044";"1";"";""
"ANTH";"ANTH 4382";"4382";"Methods in Skeletal Biology";3;2;1;"";"1";"ANTH 3381";""
"ANTH";"ANTH 4390";"4390";"Internship in Anthropology";3;1;8;"044 045";"1";"Department approval";""
"ANTH";"ANTH 4600";"4600";"Bioarchaeology Field and Laboratory Methods";6;3;3;"";"1";"ANTH 3381";""
"ANTH";"ANTH 4630";"4630";"Archaeological Field School";6;6;0;"045 047";"1";"";""
"ARAB";"ARAB 1410";"1410";"Beginning Arabic I";4;3;1;"022";"1";"";""
"ARAB";"ARAB 1420";"1420";"Beginning Arabic II";4;3;1;"022";"1";"ARAB 1410";""
"ARAB";"ARAB 2310";"2310";"Intermediate Arabic I";3;3;0;"022";"1";"";""
"ARAB";"ARAB 2320";"2320";"Intermediate Arabic II";3;3;0;"022";"1";"";""
"ARAB";"ARAB 3301";"3301";"Levantine Arabic";3;3;0;"022 045";"1";"";""
"ARAB";"ARAB 3302";"3302";"Media Arabic";3;3;0;"022 045";"1";"";""
"ARAB";"ARAB 3303";"3303";"Business Arabic";3;3;0;"022";"1";"ARAB 2320";""
"ARAB";"ARAB 3304";"3304";"Arab Civilization and Culture";3;3;0;"022";"1";"ARAB 2320";""
"ARAB";"ARAB 4390";"4390";"Studies in Arabic Language and Culture";3;3;0;"022 045";"1";"Department Approval";""
"ART";"ART 1301";"1301";"Core I: Collaboration";3;3;3;"";"1";"";""
"ART";"ART 1303";"1303";"Core II: Archive";3;3;3;"";"1";"";""
"ART";"ART 2313";"2313";"Introduction to Fine Arts";3;3;0;"050";"1";"";""
"ARTC";"ARTC 1301";"1301";"Introduction to Communication Design";3;3;3;"";"1";"";""
"ARTC";"ARTC 1302";"1302";"Imaging I";3;3;3;"";"0";"ARTC 1301 and [ART 1301 or ART 1303]";"ARTC 2000"
"ARTC";"ARTC 2000";"2000";"Admission Portfolio Review";0;0;0;"";"0";"ARTC 1301 and ART 1301";"ARTC 1302"
"ARTC";"ARTC 2303";"2303";"Typography I";3;3;3;"";"1";"ART 1301 and ART 1303";""
"ARTC";"ARTC 2304";"2304";"Conceptual Strategies";3;3;3;"";"1";"ART 1301 and ART 1303";""
"ARTC";"ARTC 2305";"2305";"Visualization and Presentation Techniques";3;3;3;"";"1";"ARTF 1302 and ID 1310 and ID 1320";""
"ARTC";"ARTC 3301";"3301";"Art Direction I";3;3;3;"";"1";"ARTC 3307 and ARTC 3320";""
"ARTC";"ARTC 3303";"3303";"Trademark Design";3;3;3;"";"1";"ARTC 3307 and ARTC 3320";""
"ARTC";"ARTC 3304";"3304";"Branding Systems";3;3;3;"";"1";"ARTC 3301 and ARTC 3303 and ARTH 3316";""
"ARTC";"ARTC 3307";"3307";"Interactive Media I";3;3;3;"";"1";"ARTC 2303 and ARTC 2304";""
"ARTC";"ARTC 3313";"3313";"Imaging II";3;3;3;"";"1";"ARTC 3301 and ARTC 3303 and ARTH 3316";""
"ARTC";"ARTC 3320";"3320";"Typography II";3;3;3;"";"1";"ARTC 2303 and ARTC 2304";""
"ARTC";"ARTC 4000";"4000";"Senior Exit Review";0;0;0;"";"1";"ARTC 4308";"ARTC 4315"
"ARTC";"ARTC 4200";"4200";"Senior Show & Review";2;2;2;"";"0";"ARTC 3304 and ARTC 4308";""
"ARTC";"ARTC 4302";"4302";"Art Direction II";3;3;3;"";"1";"ARTC 3301 and ARTC 3303 and ARTH 3316";""
"ARTC";"ARTC 4303";"4303";"Art Direction III";3;3;3;"";"1";"ARTC 4302";""
"ARTC";"ARTC 4305";"4305";"Typography III";3;3;3;"";"1";"ARTC 3307 and ARTC 3320";""
"ARTC";"ARTC 4306";"4306";"Environmental Graphic Design";3;3;3;"";"1";"ARTC 3301 and ARTC 3303 and ARTH 3316";""
"ARTC";"ARTC 4308";"4308";"Interactive Media II";3;3;3;"";"1";"ARTC 3301 and ARTC 3303 and ARTH 3316";""
"ARTC";"ARTC 4309";"4309";"Interactive Media III";3;3;3;"";"1";"ARTC 4308";""
"ARTC";"ARTC 4310";"4310";"Communication Design Practicum";3;0;6;"";"1";"ARTC 3301 and ARTC 3303 and ARTH 3316";""
"ARTC";"ARTC 4311";"4311";"Digital Illustration";3;3;3;"";"1";"ARTC 3301 and ARTC 3303 and ARTH 3316";""
"ARTC";"ARTC 4313";"4313";"Communication Design Special Problems";3;3;3;"045";"1";"ARTC 3301 and ARTC 3303 and ARTH 3316";""
"ARTC";"ARTC 4314A";"4314A";"Animation";3;3;0;"045";"1";"ARTC 3301 and ARTC 3303 and ARTH 3316";""
"ARTC";"ARTC 4314B";"4314B";"Legal Issues in Communication Design";3;3;0;"045";"1";"ARTC 3301 and ARTC 3303 and ARTH 3316";""
"ARTC";"ARTC 4314F";"4314F";"Digital Video";3;3;0;"045";"1";"ARTC 3301 and ARTC 3303 ";""
"ARTC";"ARTC 4314E";"4314E";"Character Development for Illustration";3;3;0;"045";"1";"ARTC 3301 and ARTC 3303 ";""
"ARTC";"ARTC 4314G";"4314G";"Illustration Techniques and Materials";3;3;0;"045";"1";"ARTC 3301 and ARTC 3303";""
"ARTC";"ARTC 4314H";"4314H";"Poster Design";3;3;0;"045";"1";"ARTC 3307 and ARTC 3320";""
"ARTC";"ARTC 4314I";"4314I";"Learning from the Land of Design";3;3;0;"045";"1";"ARTC 2303 and ARTC 2304";""
"ARTC";"ARTC 4314K";"4314K";"Introduction to Hand Painted Signs and Lettering";3;3;0;"045";"1";"";""
"ARTC";"ARTC 4314;L";"4314L";"Guerilla Art Direction";3;3;0;"045";"1";"";""
"ARTC";"ARTC 4314M";"4314M";"Design Portfolio Preparation";3;3;3;"045";"1";"ARTC 3301 and ARTC 3303";""
"ARTC";"ARTC 4314O";"4314O";"Entrepreneurial Design";3;3;3;"045";"1";"ARTC 1301 and ARTC 1302 and ARTC 2000";""
"ARTC";"ARTC 4314P";"4314P";"Design Research";3;3;3;"045";"1";"ARTC 2000 and ARTC 2303 and ARTC 2304";""
"ARTC";"ARTC 4314R";"4314R";"Information and Data Visualization";3;3;3;"045";"1";"ARTC 2303 and ARTC 2304 and ARTC 3307 and ARTC 3320";""
"ARTC";"ARTC 4314T";"4314T";"Design Across Cultures";3;3;3;"044 045";"1";"ARTC 3307 and ARTC 3320";""
"ARTC";"ARTC 4315";"4315";"Senior Portfolio Presentation and Self-Promotion";3;3;3;"";"1";"ARTC 3304 and ARTC 4308";"ARTC 4200"
"ARTC";"ARTC 4316";"4316";"Book Design";3;3;0;"";"1";"ARTC 3307 and ARTC 3320";""
"ARTC";"ARTC 4317";"4317";"Motion Graphics";3;3;3;"";"1";"ARTC 3307 and ARTC 3320";""
"ARTC";"ARTC 4318";"4318";"Package Design";3;3;3;"";"1";"ARTC 3301 and ARTC 3303";""
"ARTC";"ARTC 4319";"4319";"Design for Experiences";3;3;3;"";"1";"ARTC 3307 and ARTC 3320";""
"ARTF";"ARTF 1302";"1302";"Basic Drawing for Non-Majors";3;3;3;"";"1";"";""
"ARTF";"ARTF 1304";"1304";"Color Theory";3;3;3;"";"1";"";""
"ARTH";"ARTH 2301";"2301";"Ancient to Medieval Art";3;3;0;"022";"1";"";""
"ARTH";"ARTH 2302";"2302";"Renaissance to Modern Art";3;3;0;"022";"1";"";""
"ARTH";"ARTH 3300";"3300";"Art Criticism and Writing";3;3;0;"044";"1";"";""
"ARTH";"ARTH 3301";"3301";"History of Modern Art";3;3;0;"022";"1";"";""
"ARTH";"ARTH 3306";"3306";"History of Photography";3;3;0;"";"1";"";""
"ARTH";"ARTH 3307";"3307";"Issues in Contemporary Art";3;3;0;"";"1";"";""
"ARTH";"ARTH 3316";"3316";"History of Design";3;3;0;"";"1";"";""
"ARTH";"ARTH 4300";"4300";"History of American Art";3;3;0;"022 044 045";"1";"";""
"ARTH";"ARTH 4302";"4302";"Latin American Art";3;3;0;"022 044";"1";"";""
"ARTH";"ARTH 4303";"4303";"Pre-Columbian Art";3;3;0;"022 044";"1";"";""
"ARTH";"ARTH 4304";"4303";"Global History of Cinema";3;3;0;"022 044";"1";"";""
"ARTH";"ARTH 4306";"4306";"Renaissance Art";3;3;0;"022 044";"1";"";""
"ARTH";"ARTH 4308";"4308";"Asian Art";3;3;0;"022 044";"1";"";""
"ARTH";"ARTH 4309";"4309";"Gender and Visual Representation";3;3;0;"022 044";"1";"";""
"ARTH";"ARTH 4310";"4310";"Race and Representation";3;3;0;"022 044";"1";"";""
"ARTH";"ARTH 4311";"4311";"History of Italian Art";3;3;0;"022";"1";"";""
"ARTH";"ARTH 4312";"4312";"The Arts in Popular Culture";3;3;0;"044";"1";"";""
"ARTH";"ARTH 4313";"4313";"Hellenistic Art and Culture";3;3;0;"022 044 045";"1";"";""
"ARTH";"ARTH 4314";"4314";"Art and Politics";3;3;0;"044 045";"1";"";""
"ARTH";"ARTH 4315";"4315";"History of Experimental Film";3;3;2;"044";"1";"";""
"ARTH";"ARTH 4316";"4316";"Islamic Art.";3;3;0;"022 044";"1";"";""
"ARTH";"ARTH 4317";"4317";"Spanish Colonial Art of the Americas";3;3;0;"022 044";"1";"";""
"ARTH";"ARTH 4318";"4318";"Postmodernism and Design";3;3;0;"044";"1";"";""
"ARTH";"ARTH 4320A";"4320A";"Documentary Photography";3;3;0;"044 045";"1";"";""
"ARTH";"ARTH 4321N";"4321N";"Perspectives on Andy Warhol";3;3;0;"044 045";"1";"";""
"ARTH";"ARTH 4321P";"4321P";"Artists’ Writing";3;3;0;"044 045";"1";"";""
"ARTH";"ARTH 4321S";"4321S";"Conceptualism";3;3;0;"044";"1";"";""
"ARTH";"ARTH 4321T";"4321T";"Art in the 1990s";3;3;0;"044 045";"1";"";""
"ARTH";"ARTH 4321U";"4321U";"Contemporary Art in Italy";3;3;0;"022 045";"1";"";""
"ARTH";"ARTH 4321W";"4321W";"Contemporary Art in Mexico";3;12;0;"022 045";"1";"";""
"ARTH";"ARTH 4321Y";"4321Y";"Modernism and Design";3;3;0;"044 045";"1";"";""
"ARTH";"ARTH 4321Z";"4321Z";"U.S. Latinx Art Histories";3;3;0;"044 045";"1";"";""
"ARTH";"ARTH 4322";"4322";"Special Problems";3;3;0;"044 045";"1";"";""
"ARTH";"ARTH 4323";"4323";"Art History Theories and Methods";3;3;0;"044";"1";"";""
"ARTH";"ARTH 4325";"4325";"Art History Internship";3;0;6;"045";"1";"";""
"ARTH";"ARTH 4326";"4326";"Art History Thesis";3;0;0;"";"1";"";""
"ARTH";"ARTH 4327";"4327";"Video Art";3;3;0;"044";"1";"";""
"ARTH";"ARTH 4328";"4328";"Curatorial Practices";3;3;0;"044";"1";"";""
"ARTS";"ARTS 3364";"3364";"Introduction to Digital Photography";3;3;3;"045";"1";"ART 1301 and ART 1303 and ARTS 1304";""
"ARTS";"ARTS 3365";"3365";"Lighting";3;3;3;"045";"1";"ARTS 3361 and ARTS 3364";""
"ARTS";"ARTS 3366";"3366";"Intermediate Digital Photography";3;3;3;"045";"1";"ARTS 3364";""
"ARTS";"ARTS 3367";"3367";"Large Format Photography";3;3;3;"045";"1";"ARTS 3364";""
"ARTS";"ARTS 3372";"3372";"Introduction to Printmaking: Intaglio and Lithography";3;3;3;"045";"1";"ART 1301 and ART 1303 and [ARTC 1301 or ARTS 1301 or ARTS 1303] and [ARTC 1302 or ARTS 1302 or ARTS 1304 or ARTT 2372] ";""
"ARTS";"ARTS 3373";"3373";"Intermediate Printmaking";3;3;3;"045";"1";"ARTS 2371 or ARTS 3372";""
"ARTS";"ARTS 3374";"3374";"Advanced Printmaking Level One";3;3;3;"045";"1";"ARTS 3373";""
"ARTS";"ARTS 3382";"3382";"Sculpture II";3;3;3;"045";"1";"ARTS 2381";""
"ARTS";"ARTS 3384";"3384";"Sculpture IV";3;3;3;"045";"1";"ARTS 3382";""
"ARTS";"ARTS 3392";"3392";"Watercolor II";3;3;3;"045";"1";"ARTS 2391";""
"ARTS";"ARTS 4000";"4000";"Senior/Thesis Art Exhibition";0;0;1;"045";"1";"";""
"ARTS";"ARTS 4100";"4100";"Special Problems in Studio Art";1;1;1;"045";"1";"";""
"ARTS";"ARTS 4200";"4200";"Professional Practice and Portfolio";2;2;2;"045";"1";"";""
"ARTS";"ARTS 4301";"4301";"Advanced Printmaking Level One";3;3;3;"045";"1";"ARTS 3302";""
"ARTS";"ARTS 4305";"4304";"Expanded Media V";3;3;3;"045";"1";"ARTS 3303 or ARTS 3304";""
"ARTS";"ARTS 4306";"4306";"Expanded Media VI - Thesis I";3;3;3;"045";"1";"ARTS 4305";""
"ARTS";"ARTS 4307";"4307";"Expanded Media VII - Thesis II";3;3;3;"045";"1";"ARTS 4306 ";""
"ARTS";"ARTS 4308D";"4308D";"Natural and Human Environment of Italy";3;3;0;"045";"1";"";""
"ARTS";"ARTS 4308E";"4308E";"Fine Art Forging";3;3;0;"045";"1";"";""
"ARTS";"ARTS 4308I";"4308I";"Disegno a Firenze: Drawing in Florence";3;3;0;"045";"1";"";""
"ARTS";"ARTS 4308S";"4308S";"Mapping the City: Interdisciplinary Art in Urban Spaces";3;48;0;"045";"1";"ARTS 1305";""
"ARTS";"ARTS 4308V";"4308V";"Visualizing the Culture of Beijing, China";3;3;0;"045";"1";"";""
"ARTS";"ARTS 4308W";"4308W";"The Gaze and Research-based Art Practice";3;3;3;"044 045";"1";"";""
"ARTS";"ARTS 4308Y";"4308Y";"Risograph 101";3;3;3;"045";"1";"ART 1301 and ART 1303 and [ARTC 1301 or ARTS 1301 or ARTS 1303] and [ARTC 1302 or ARTS 1302 or ARTS 1304 or ARTT 2372]";""
"ARTS";"ARTS 4308Z";"4308Z";"Casting as Copy, Effigy, and Replacement in Art";3;3;3;"045";"1";"ART 1301 and ART 1303 and [ARTC 1301 or ARTS 1301 or ARTS 1303] and [ARTC 1302 or ARTS 1302 or ARTS 1304 or ARTT 2372]";""
"ARTS";"ARTS 4309A";"4309A";"Chinese Culture and Calligraphy";3;3;0;"045";"1";"";""
"ARTS";"ARTS 4309B";"4309B";"The Unsettlements: Place, History, & Ancestry in Creative Work";3;3;3;"045";"1";"";""
"ARTS";"ARTS 4309C";"4309C";"Illustration and Graphic Styles";3;3;3;"045";"1";"";""
"ARTS";"ARTS 4312";"4312";"Studio Art Internship";3;3;3;"045";"1";"";""
"ARTS";"ARTS 4315";"4315";"Ceramics V";3;3;3;"045";"1";"ARTS 3314";""
"ARTS";"ARTS 4316";"4316";"Ceramics VI – Thesis I";3;3;3;"045";"1";"ARTS 4315";""
"ARTS";"ARTS 4317";"4317";"Ceramics VII – Thesis II";3;3;3;"045";"1";"ARTS 4316";""
"ARTS";"ARTS 4318";"4318";"Ceramics Special Problems";3;3;3;"045";"1";"ARTS 3313";""
"ARTS";"ARTS 4321";"4321";"Graphic Novels and Zines";3;3;3;"045";"1";"ARTS 2321";""
"ARTS";"ARTS 4325";"4325";"Drawing V";3;3;3;"045";"1";"ARTS 3322 and ARTS 3323 and ARTS 3324";""
"ARTS";"ARTS 4326";"4326";"Drawing VI – Thesis I";3;3;3;"045";"1";"ARTS 4325";""
"ARTS";"ARTS 4327";"4327";"Drawing VII – Thesis II";3;3;3;"045";"1";"ARTS 4326";""
"ARTS";"ARTS 4328";"4328";"Drawing Special Problems";3;3;3;"045";"1";"ARTS 4325";""
"ARTS";"ARTS 4341";"4341";"Digitally Handmade – Digital Fabrication";3;3;3;"045";"1";"ART 1303 and [ARTC 1301 or ARTS 1302 or ARTS 1304 or ARTT 2372]";""
"ARTS";"ARTS 4345";"4345";"Metals V";3;3;3;"045";"1";"ARTS 3343 or ARTS 3344";""
"ARTS";"ARTS 4346";"4346";"Metals VI – Thesis I";3;3;3;"045";"1";"ARTS 4345";""
"ARTS";"ARTS 4347";"4347";"Metals VII – Thesis II";3;3;3;"045";"1";"ARTS 4346";""
"ARTS";"ARTS 4348";"4348";"Metals Special Problems";3;3;3;"045";"1";"ARTS 3343";""
"ARTS";"ARTS 4355";"4355";"Painting V";3;3;3;"045";"1";"ARTS 3354";""
"ARTS";"ARTS 4356";"4356";"Painting VI – Thesis I";3;3;3;"045";"1";"ARTS 4355";""
"ARTS";"ARTS 4357";"4357";"Painting VII – Thesis II";3;3;3;"045";"1";"ARTS 4356";""
"ARTS";"ARTS 4358";"4358";"Painting Special Problems";3;3;3;"045";"1";"ARTS 3353";""
"ARTS";"ARTS 4360";"4369";"Readings in Photography";3;3;0;"045";"1";"ARTH 3306 and ARTS 3367";""
"ARTS";"ARTS 4361";"4361";"The Photographic Project";3;3;3;"045";"1";"ARTS 3367 and ARTS 4364";""
"ARTS";"ARTS 4374";"4364";"Advanced Digital Photography";3;3;0;"045";"1";"ARTS 3364 and ARTS 3365";""
"ARTS";"ARTS 4366";"4366";"Photography Thesis I";3;3;3;"045";"1";"ARTS 4361";""
"ARTS";"ARTS 4367";"4367";"Photography Thesis II";3;3;3;"045";"1";"ARTS 4360 and ARTS 4366";""
"ARTS";"ARTS 4368";"4368";"Fine Art Photography Special Problems";3;3;3;"045";"1";"ARTS 2361 and ARTF 1301 and ARTF 1302";""
"ARTS";"ARTS 4375";"4375";"Advanced Printmaking Level Two";3;3;3;"045";"1";"ARTS 3374";""
"ARTS";"ARTS 4376";"4376";"Printmaking VI - Thesis I";3;3;3;"045";"1";"ARTS 4375";""
"ARTS";"ARTS 4377";"4377";"Printmaking VII - Thesis II";3;3;3;"045";"1";"ARTS 4376";""
"ARTS";"ARTS 4378";"4378";"Printmaking Special Problems";3;3;3;"045";"1";"ARTS 3373";""
"ARTS";"ARTS 4381";"4381";"Soft Sculpture";3;3;3;"045";"1";"ARTS 2381";""
"ARTS";"ARTS 4385";"4385";"Sculpture V";3;3;3;"045";"1";"ARTS 3384";""
"ARTS";"ARTS 4386";"4386";"Sculpture VI – Thesis I";3;3;3;"045";"1";"ARTS 4381 and ARTS 4385";""
"ARTS";"ARTS 4387";"4387";"Sculpture VII – Thesis II";3;3;3;"045";"1";"ARTS 4386";""
"ARTS";"ARTS 4388";"4388";"Sculpture Special Problems";3;3;3;"045";"1";"ARTS 3383";""
"ARTT";"ARTT 2371";"2371";"Fundamentals of Art Theory and Practice";3;3;3;"044";"1";"";""
"ARTT";"ARTT 2372";"2372";"Learning and Digital Media";3;3;3;"";"1";"ART 1301 and ARTT 2371";""
"ARTT";"ARTT 3370";"3370";"Art Theory and Practice";3;3;3;"";"1";"";""
"ARTT";"ARTT 3372";"3372";"Art Theory and Practice for Children";3;3;3;"044";"1";"ART 1303 and ARTT 2372";""
"ARTT";"ARTT 3373";"3373";"Art Theory and Practice for Adolescents";3;3;3;"";"1";"ARTT 2371 and ARTT 2372";""
"ARTT";"ARTT 3375";"3375";"Experimental Water Media";3;3;0;"";"1";"";""
"ARTT";"ARTT 4000";"4000";"Senior Art Education Exhibition";0;0;0;"045";"0";"";""
"ARTT";"ARTT 4375";"4375";"Pedagogy of Art Criticism, History & Aesthetics";3;3;3;"044";"1";"ARTT 3373";""
"ARTT";"ARTT 4376";"4376";"Special Problems in Art Theory and Practice";3;3;3;"044 045";"1";"";""
"ARTT";"ARTT 4377";"4377";"Pedagogy for Art Educators";3;3;0;"044";"1";"ARTT 4375";""
"ARTT";"ARTT 4378";"4378";"Emergent Issues & Advanced Topics in Art Education";3;3;3;"";"1";"ARTT 3372 and ARTT 3373";""
"ARTT";"ARTT 4379";"4379";"Art Education in the Community";3;3;3;"022 044";"1";"ARTT 3373";""
"ARTT";"ARTT 4380A";"4380A";"Computer Art";3;3;0;"045";"1";"";""
"ARTT";"ARTT 4380E";"4380E";"Storying Identity in Art & Culture";3;3;0;"045";"1";"";""
"ARTT";"ARTT 4390";"4390";"Art Education Thesis ";3;3;3;"";"1";"ARTT 2372";""
"ARTT";"ARTT 4391";"4391";"Art Education Thesis II";3;3;3;"";"1";"[ARTT 4378 or ARTT 4379] and ARTT 4390";""
"AT";"AT 2298";"2298";"Orientation to Athletic Training Profession";2;2;2;"";"1";"HIM 2360";""
"AT";"AT 2356";"2356";"Prevention and Care of Athletic Injuries";3;3;0;"";"1";"";""
"AT";"AT 2400";"2400";"Functional Anatomy";4;2;2;"";"1";"";"BIO 2430"
"AT";"AT 3298";"3298";"Foundations of Athletic Training Practice";2;2;2;"";"1";"HIM 2360 and AT 2298";""
"AT";"AT 3311";"3311";"Clinical Assessment I";3;3;0;"";"1";"AT 2356";""
"AT";"AT 3312";"3312";"Clinical Assessment II";3;3;0;"";"1";"AT 3311";""
"AT";"AT 3358";"3358";"Clinical Pathopharmacology";3;3;0;"";"1";"BIO 2430 or [BIO 2451 and BIO 2452]";""
"AT";"AT 3400";"3400";"Gross Applied Anatomy";4;2;4;"";"1";"AT 2400";""
"AT";"AT 4313";"4313";"Clinical Therapeutic Interventions";3;3;0;"";"1";"AT 3311 and AT 3312";""
"AT";"AT 4360";"4360";"Internship in Clinical Settings";3;0;20;"";"1";"AT 3311 and AT 3312";""
"BILG";"BILG 3332";"3332";"Foundations of Bilingual Education";3;3;0;"";"1";"SPAN 3308 and [SPAN 3371 or SPAN 3309]";""
"BILG";"BILG 4350";"4350";"Mathematics in the Bilingual Education Classroom";3;3;0;"";"1";"[MATH 1315 or MATH 1319 or MATH 2417 or MATH 2471 or MATH 2472] and MATH 2311 and MATH 2312";""
"BILG";"BILG 4361";"4361";"Transliterate Communities in Schools";3;3;0;"";"1";"[SPAN 3307 or SPAN 3308] and [SPAN 3371 or SPAN 3309]";""
"BILG";"BILG 4362";"4362";"Teaching Across the Bilingual Content Areas EC-6";3;3;0;"";"1";"";""
"BILG";"BILG 4365";"4365";"Biliteracy Development for Emergent Bilingual Learners";3;3;0;"";"1";"";""
"BIO";"BIO 1130";"1130";"Functional Biology Laboratory";1;0;3;"009";"1";"";""
